 Country , Year , IMF based exchange rate , Population , Currency ,  Per capita GNI  ,  Exports of goods and services  ,  Final consumption expenditure  , Gross National Income(GNI) in USD ,  Gross Domestic Product (GDP)  
 Lithuania ,2021,0.845USD,27.9M, Euro , $22.9K , $534.83M , $50.37B ,$63.89B, $66.45B 
 Luxembourg ,1970,1.239USD,3.4M, Euro , $3.2K , $13.09M , $.84B ,$1.10B, $1.46B 
 Luxembourg ,1971,1.211USD,3.4M, Euro , $3.4K , $13.52M , $.95B ,$1.15B, $1.52B 
 Luxembourg ,1972,1.091USD,3.5M, Euro , $4.2K , $15.92M , $1.17B ,$1.46B, $1.90B 
 Luxembourg ,1973,0.966USD,3.5M, Euro , $5.7K , $23.55M , $1.48B ,$1.99B, $2.61B 
 Luxembourg ,1974,0.966USD,3.5M, Euro , $7.0K , $33.01M , $1.73B ,$2.46B, $3.18B 
 Luxembourg ,1975,0.912USD,3.5M, Euro , $7.3K , $29.18M , $2.15B ,$2.59B, $3.12B 
 Luxembourg ,1976,0.957USD,3.6M, Euro , $8.2K , $30.48M , $2.31B ,$2.91B, $3.42B 
 Luxembourg ,1977,0.889USD,3.6M, Euro , $9.2K , $33.25M , $2.70B ,$3.28B, $3.79B 
 Luxembourg ,1978,0.781USD,3.6M, Euro , $11.3K , $39.93M , $3.28B ,$4.09B, $4.72B 
 Luxembourg ,1979,0.727USD,3.6M, Euro , $13.2K , $50.67M , $3.85B ,$4.78B, $5.52B 
 Luxembourg ,1980,0.725USD,3.6M, Euro , $14.6K , $53.83M , $4.30B ,$5.31B, $6.02B 
 Luxembourg ,1981,0.920USD,3.6M, Euro , $12.7K , $44.23M , $3.74B ,$4.63B, $5.05B 
 Luxembourg ,1982,1.133USD,3.7M, Euro , $12.7K , $41.38M , $3.34B ,$4.62B, $4.60B 
 Luxembourg ,1983,1.268USD,3.7M, Euro , $12.7K , $41.24M , $3.22B ,$4.66B, $4.52B 
 Luxembourg ,1984,1.432USD,3.7M, Euro , $12.3K , $45.32M , $3.08B ,$4.52B, $4.44B 
 Luxembourg ,1985,1.472USD,3.7M, Euro , $12.8K , $50.15M , $3.23B ,$4.69B, $4.58B 
 Luxembourg ,1986,1.107USD,3.7M, Euro , $18.2K , $67.03M , $4.48B ,$6.68B, $6.69B 
 Luxembourg ,1987,0.925USD,3.7M, Euro , $22.7K , $81.11M , $5.72B ,$8.41B, $8.32B 
 Luxembourg ,1988,0.911USD,3.7M, Euro , $25.0K , $93.28M , $6.26B ,$9.34B, $9.42B 
 Luxembourg ,1989,0.977USD,3.8M, Euro , $26.1K , $102.20M , $6.37B ,$9.85B, $10.04B 
 Luxembourg ,1990,0.828USD,3.8M, Euro , $33.4K , $127.42M , $8.14B ,$12.74B, $12.78B 
 Luxembourg ,1991,0.847USD,3.9M, Euro , $36.0K , $137.79M , $8.74B ,$13.90B, $13.83B 
 Luxembourg ,1992,0.797USD,3.9M, Euro , $39.6K , $153.02M , $9.64B ,$15.51B, $15.52B 
 Luxembourg ,1993,0.858USD,4.0M, Euro , $39.4K , $157.44M , $9.60B ,$15.61B, $15.93B 
 Luxembourg ,1994,0.829USD,4.0M, Euro , $41.6K , $180.81M , $10.54B ,$16.72B, $17.70B 
 Luxembourg ,1995,0.731USD,4.1M, Euro , $49.8K , $217.87M , $12.54B ,$20.31B, $20.85B 
 Luxembourg ,1996,0.768USD,4.1M, Euro , $49.2K , $225.63M , $12.54B ,$20.32B, $20.89B 
 Luxembourg ,1997,0.887USD,4.2M, Euro , $45.2K , $227.37M , $11.41B ,$18.90B, $19.56B 
 Luxembourg ,1998,0.900USD,4.2M, Euro , $44.6K , $257.30M , $11.86B ,$18.89B, $20.15B 
 Luxembourg ,1999,0.939USD,4.3M, Euro , $47.0K , $284.45M , $12.34B ,$20.19B, $21.89B 
 Luxembourg ,2000,1.085USD,4.4M, Euro , $43.0K , $312.67M , $11.56B ,$18.74B, $21.18B 
 Luxembourg ,2001,1.118USD,4.4M, Euro , $43.1K , $312.41M , $12.00B ,$19.03B, $21.37B 
 Luxembourg ,2002,1.063USD,4.5M, Euro , $44.5K , $320.98M , $13.54B ,$19.86B, $23.54B 
 Luxembourg ,2003,0.886USD,4.5M, Euro , $53.1K , $393.24M , $17.16B ,$23.97B, $29.60B 
 Luxembourg ,2004,0.805USD,4.6M, Euro , $69.0K , $503.10M , $19.76B ,$31.58B, $35.00B 
 Luxembourg ,2005,0.804USD,4.6M, Euro , $73.8K , $579.26M , $20.68B ,$34.30B, $37.66B 
 Luxembourg ,2006,0.797USD,4.7M, Euro , $72.7K , $719.14M , $22.03B ,$34.33B, $42.87B 
 Luxembourg ,2007,0.731USD,4.8M, Euro , $91.3K , $873.65M , $25.15B ,$43.80B, $51.52B 
 Luxembourg ,2008,0.683USD,4.9M, Euro , $93.9K , $946.47M , $28.51B ,$45.87B, $58.61B 
 Luxembourg ,2009,0.720USD,5.0M, Euro , $69.5K , $802.48M , $27.94B ,$34.60B, $54.25B 
 Luxembourg ,2010,0.755USD,5.1M, Euro , $75.3K , $913.77M , $28.17B ,$38.17B, $56.16B 
 Luxembourg ,2011,0.719USD,5.2M, Euro , $82.4K , $1040.00M , $31.10B ,$42.71B, $61.62B 
 Luxembourg ,2012,0.778USD,5.3M, Euro , $86.5K , $1020.00M , $30.26B ,$45.92B, $59.78B 
 Luxembourg ,2013,0.753USD,5.4M, Euro , $86.1K , $1150.00M , $32.35B ,$46.77B, $65.18B 
 Luxembourg ,2014,0.754USD,5.6M, Euro , $89.8K , $1260.00M , $33.51B ,$49.91B, $68.71B 
 Luxembourg ,2015,0.902USD,5.7M, Euro , $67.9K , $1150.00M , $29.12B ,$38.64B, $60.05B 
 Luxembourg ,2016,0.904USD,5.8M, Euro , $70.6K , $1190.00M , $30.04B ,$41.20B, $62.17B 
 Luxembourg ,2017,0.885USD,6.0M, Euro , $78.9K , $1270.00M , $32.47B ,$47.03B, $65.71B 
 Luxembourg ,2018,0.847USD,6.1M, Euro , $83.5K , $1400.00M , $35.77B ,$50.75B, $71.00B 
 Luxembourg ,2019,0.893USD,6.2M, Euro , $75.8K , $1430.00M , $35.55B ,$47.01B, $69.83B 
 Luxembourg ,2020,0.876USD,6.3M, Euro , $81.1K , $1480.00M , $36.11B ,$51.10B, $73.99B 
 Luxembourg ,2021,0.845USD,6.4M, Euro , $93.4K , $1810.00M , $40.79B ,$59.69B, $85.51B 
" China, Macao SAR ",1970,6.051USD,2.5M, Pataca , $0.7K , $1.89M , $.11B ,$.17B, $.17B 
" China, Macao SAR ",1971,5.947USD,2.5M, Pataca , $0.8K , $2.26M , $.13B ,$.21B, $.20B 
" China, Macao SAR ",1972,5.715USD,2.5M, Pataca , $1.0K , $2.77M , $.16B ,$.25B, $.25B 
" China, Macao SAR ",1973,4.929USD,2.5M, Pataca , $1.4K , $3.78M , $.22B ,$.34B, $.34B 
" China, Macao SAR ",1974,5.040USD,2.5M, Pataca , $1.6K , $4.35M , $.25B ,$.40B, $.39B 
" China, Macao SAR ",1975,5.126USD,2.5M, Pataca , $1.9K , $5.04M , $.29B ,$.46B, $.45B 
" China, Macao SAR ",1976,6.061USD,2.5M, Pataca , $1.8K , $5.01M , $.29B ,$.46B, $.45B 
" China, Macao SAR ",1977,5.574USD,2.5M, Pataca , $2.4K , $6.40M , $.37B ,$.58B, $.57B 
" China, Macao SAR ",1978,5.029USD,2.5M, Pataca , $3.1K , $8.39M , $.49B ,$.76B, $.75B 
" China, Macao SAR ",1979,5.177USD,2.5M, Pataca , $3.5K , $9.52M , $.56B ,$.87B, $.85B 
" China, Macao SAR ",1980,5.095USD,2.5M, Pataca , $4.2K , $11.40M , $.67B ,$1.04B, $1.02B 
" China, Macao SAR ",1981,5.752USD,2.5M, Pataca , $4.4K , $12.10M , $.69B ,$1.09B, $1.08B 
" China, Macao SAR ",1982,6.226USD,2.6M, Pataca , $4.5K , $12.63M , $.77B ,$1.16B, $1.14B 
" China, Macao SAR ",1983,7.464USD,2.7M, Pataca , $4.4K , $12.74M , $.74B ,$1.16B, $1.13B 
" China, Macao SAR ",1984,8.035USD,2.8M, Pataca , $4.8K , $14.91M , $.79B ,$1.34B, $1.30B 
" China, Macao SAR ",1985,7.999USD,2.9M, Pataca , $4.8K , $14.42M , $.87B ,$1.38B, $1.36B 
" China, Macao SAR ",1986,8.013USD,3.0M, Pataca , $5.2K , $16.61M , $.97B ,$1.57B, $1.53B 
" China, Macao SAR ",1987,8.010USD,3.1M, Pataca , $6.5K , $21.59M , $1.11B ,$2.02B, $1.96B 
" China, Macao SAR ",1988,8.041USD,3.2M, Pataca , $7.2K , $24.30M , $1.33B ,$2.35B, $2.29B 
" China, Macao SAR ",1989,8.034USD,3.4M, Pataca , $8.2K , $28.23M , $1.56B ,$2.77B, $2.71B 
" China, Macao SAR ",1990,8.021USD,3.5M, Pataca , $9.4K , $31.90M , $1.83B ,$3.29B, $3.25B 
" China, Macao SAR ",1991,8.004USD,3.6M, Pataca , $10.5K , $34.50M , $2.17B ,$3.82B, $3.77B 
" China, Macao SAR ",1992,7.972USD,3.7M, Pataca , $13.4K , $40.34M , $2.50B ,$4.99B, $4.91B 
" China, Macao SAR ",1993,7.968USD,3.8M, Pataca , $15.0K , $43.15M , $2.85B ,$5.71B, $5.67B 
" China, Macao SAR ",1994,7.960USD,3.9M, Pataca , $16.3K , $46.43M , $3.24B ,$6.34B, $6.31B 
" China, Macao SAR ",1995,7.968USD,4.0M, Pataca , $17.6K , $52.13M , $3.60B ,$6.99B, $7.05B 
" China, Macao SAR ",1996,7.966USD,4.0M, Pataca , $17.3K , $53.12M , $3.93B ,$6.99B, $7.18B 
" China, Macao SAR ",1997,7.975USD,4.1M, Pataca , $17.2K , $53.73M , $4.12B ,$7.06B, $7.27B 
" China, Macao SAR ",1998,7.979USD,4.2M, Pataca , $15.7K , $50.42M , $4.11B ,$6.56B, $6.80B 
" China, Macao SAR ",1999,7.992USD,4.3M, Pataca , $14.5K , $49.89M , $4.19B ,$6.19B, $6.55B 
" China, Macao SAR ",2000,8.026USD,4.3M, Pataca , $14.5K , $60.47M , $3.99B ,$6.25B, $6.77B 
" China, Macao SAR ",2001,8.034USD,4.4M, Pataca , $15.6K , $62.58M , $4.00B ,$6.86B, $6.86B 
" China, Macao SAR ",2002,8.033USD,4.5M, Pataca , $16.2K , $68.75M , $4.13B ,$7.29B, $7.37B 
" China, Macao SAR ",2003,8.021USD,4.6M, Pataca , $17.4K , $76.58M , $4.24B ,$8.04B, $8.25B 
" China, Macao SAR ",2004,8.022USD,4.8M, Pataca , $21.1K , $100.87M , $4.61B ,$10.03B, $10.64B 
" China, Macao SAR ",2005,8.011USD,4.9M, Pataca , $23.2K , $102.61M , $5.11B ,$11.31B, $12.16B 
" China, Macao SAR ",2006,8.001USD,5.0M, Pataca , $26.4K , $116.83M , $5.68B ,$13.25B, $14.87B 
" China, Macao SAR ",2007,8.036USD,5.2M, Pataca , $35.0K , $145.46M , $6.70B ,$18.06B, $18.44B 
" China, Macao SAR ",2008,8.020USD,5.3M, Pataca , $34.8K , $167.57M , $7.74B ,$18.43B, $21.03B 
" China, Macao SAR ",2009,7.984USD,5.4M, Pataca , $35.5K , $169.49M , $8.21B ,$19.26B, $21.59B 
" China, Macao SAR ",2010,8.002USD,5.6M, Pataca , $44.7K , $246.90M , $8.99B ,$24.91B, $28.24B 
" China, Macao SAR ",2011,8.018USD,5.7M, Pataca , $55.2K , $332.86M , $10.48B ,$31.54B, $36.85B 
" China, Macao SAR ",2012,7.990USD,5.8M, Pataca , $62.4K , $392.04M , $11.89B ,$36.35B, $43.19B 
" China, Macao SAR ",2013,7.989USD,5.9M, Pataca , $72.1K , $467.21M , $13.42B ,$42.78B, $51.54B 
" China, Macao SAR ",2014,7.987USD,6.0M, Pataca , $76.3K , $470.20M , $15.13B ,$46.13B, $54.90B 
" China, Macao SAR ",2015,7.985USD,6.2M, Pataca , $65.4K , $353.66M , $16.28B ,$40.25B, $45.05B 
" China, Macao SAR ",2016,7.995USD,6.3M, Pataca , $64.9K , $345.43M , $16.70B ,$40.64B, $45.07B 
" China, Macao SAR ",2017,8.026USD,6.4M, Pataca , $70.3K , $405.76M , $17.31B ,$44.89B, $50.44B 
" China, Macao SAR ",2018,8.073USD,6.5M, Pataca , $75.1K , $456.26M , $18.44B ,$48.91B, $55.28B 
" China, Macao SAR ",2019,8.070USD,6.6M, Pataca , $73.8K , $455.57M , $19.45B ,$48.97B, $55.20B 
" China, Macao SAR ",2020,7.989USD,6.8M, Pataca , $44.9K , $158.06M , $18.46B ,$30.36B, $25.59B 
" China, Macao SAR ",2021,8.006USD,6.9M, Pataca , $51.7K , $264.06M , $19.36B ,$35.49B, $29.91B 
 Madagascar ,1970,55.542USD,66.4M, Malagasy Ariary , $0.2K , $2.42M , $1.05B ,$1.02B, $1.05B 
 Madagascar ,1971,55.426USD,68.4M, Malagasy Ariary , $0.2K , $2.54M , $1.16B ,$1.11B, $1.14B 
 Madagascar ,1972,50.405USD,70.5M, Malagasy Ariary , $0.2K , $2.66M , $1.36B ,$1.28B, $1.30B 
 Madagascar ,1973,44.578USD,72.7M, Malagasy Ariary , $0.2K , $2.97M , $1.64B ,$1.59B, $1.60B 
 Madagascar ,1974,48.141USD,74.9M, Malagasy Ariary , $0.2K , $3.39M , $1.89B ,$1.80B, $1.82B 
 Madagascar ,1975,42.862USD,77.2M, Malagasy Ariary , $0.3K , $4.12M , $2.27B ,$2.16B, $2.16B 
 Madagascar ,1976,47.790USD,79.6M, Malagasy Ariary , $0.3K , $3.76M , $2.11B ,$2.05B, $2.07B 
 Madagascar ,1977,49.136USD,82.0M, Malagasy Ariary , $0.3K , $4.71M , $2.28B ,$2.22B, $2.23B 
 Madagascar ,1978,45.131USD,84.4M, Malagasy Ariary , $0.3K , $5.05M , $2.65B ,$2.52B, $2.53B 
 Madagascar ,1979,42.544USD,86.9M, Malagasy Ariary , $0.4K , $5.31M , $3.48B ,$3.26B, $3.28B 
 Madagascar ,1980,42.256USD,89.5M, Malagasy Ariary , $0.4K , $5.43M , $4.12B ,$3.81B, $3.83B 
 Madagascar ,1981,54.346USD,92.1M, Malagasy Ariary , $0.4K , $4.20M , $3.64B ,$3.35B, $3.40B 
 Madagascar ,1982,69.947USD,94.7M, Malagasy Ariary , $0.3K , $4.26M , $3.64B ,$3.27B, $3.34B 
 Madagascar ,1983,86.090USD,97.4M, Malagasy Ariary , $0.3K , $3.85M , $3.54B ,$3.24B, $3.32B 
 Madagascar ,1984,115.329USD,100.2M, Malagasy Ariary , $0.3K , $4.40M , $2.89B ,$2.66B, $2.78B 
 Madagascar ,1985,132.496USD,103.0M, Malagasy Ariary , $0.3K , $3.94M , $2.90B ,$2.64B, $2.75B 
 Madagascar ,1986,135.268USD,105.9M, Malagasy Ariary , $0.3K , $4.46M , $3.12B ,$3.66B, $3.82B 
 Madagascar ,1987,213.843USD,108.9M, Malagasy Ariary , $0.3K , $4.79M , $2.50B ,$2.83B, $3.01B 
 Madagascar ,1988,281.421USD,112.1M, Malagasy Ariary , $0.2K , $4.50M , $2.30B ,$2.67B, $2.86B 
 Madagascar ,1989,320.688USD,115.4M, Malagasy Ariary , $0.2K , $5.08M , $2.33B ,$2.71B, $2.93B 
 Madagascar ,1990,298.829USD,118.8M, Malagasy Ariary , $0.3K , $5.53M , $2.97B ,$3.46B, $3.61B 
 Madagascar ,1991,367.072USD,122.5M, Malagasy Ariary , $0.2K , $5.22M , $2.76B ,$2.94B, $3.13B 
 Madagascar ,1992,372.793USD,126.2M, Malagasy Ariary , $0.3K , $5.27M , $3.01B ,$3.36B, $3.51B 
 Madagascar ,1993,382.757USD,130.2M, Malagasy Ariary , $0.3K , $5.49M , $3.37B ,$3.76B, $3.91B 
 Madagascar ,1994,613.467USD,134.4M, Malagasy Ariary , $0.2K , $6.98M , $2.92B ,$3.29B, $3.46B 
 Madagascar ,1995,853.126USD,138.7M, Malagasy Ariary , $0.3K , $8.12M , $3.09B ,$3.48B, $3.67B 
 Madagascar ,1996,812.250USD,143.2M, Malagasy Ariary , $0.3K , $8.71M , $3.78B ,$4.45B, $4.64B 
 Madagascar ,1997,1018.177USD,147.8M, Malagasy Ariary , $0.3K , $8.21M , $3.47B ,$4.01B, $4.12B 
 Madagascar ,1998,1088.280USD,152.5M, Malagasy Ariary , $0.3K , $8.52M , $3.60B ,$4.25B, $4.34B 
 Madagascar ,1999,1256.755USD,157.3M, Malagasy Ariary , $0.3K , $9.94M , $3.54B ,$4.27B, $4.32B 
 Madagascar ,2000,1353.496USD,162.2M, Malagasy Ariary , $0.3K , $12.82M , $3.64B ,$4.42B, $4.50B 
 Madagascar ,2001,1317.699USD,167.1M, Malagasy Ariary , $0.3K , $13.93M , $4.19B ,$5.19B, $5.26B 
 Madagascar ,2002,1366.391USD,172.1M, Malagasy Ariary , $0.3K , $7.47M , $4.32B ,$5.02B, $5.10B 
 Madagascar ,2003,1238.328USD,177.2M, Malagasy Ariary , $0.4K , $12.51M , $5.59B ,$6.26B, $6.35B 
 Madagascar ,2004,1868.858USD,182.5M, Malagasy Ariary , $0.3K , $16.26M , $4.27B ,$4.97B, $5.07B 
 Madagascar ,2005,2003.026USD,187.9M, Malagasy Ariary , $0.3K , $15.13M , $4.95B ,$5.76B, $5.85B 
 Madagascar ,2006,2142.302USD,193.5M, Malagasy Ariary , $0.3K , $17.34M , $5.17B ,$6.31B, $6.40B 
 Madagascar ,2007,1873.877USD,199.2M, Malagasy Ariary , $0.4K , $23.70M , $7.21B ,$8.46B, $8.52B 
 Madagascar ,2008,1708.371USD,205.1M, Malagasy Ariary , $0.5K , $29.72M , $8.60B ,$10.67B, $10.73B 
 Madagascar ,2009,1956.206USD,211.2M, Malagasy Ariary , $0.5K , $19.60M , $8.12B ,$9.51B, $9.62B 
 Madagascar ,2010,2089.950USD,217.3M, Malagasy Ariary , $0.5K , $21.84M , $8.69B ,$9.83B, $9.98B 
 Madagascar ,2011,2025.118USD,223.5M, Malagasy Ariary , $0.5K , $26.25M , $10.13B ,$11.40B, $11.55B 
 Madagascar ,2012,2194.967USD,229.7M, Malagasy Ariary , $0.5K , $25.22M , $10.30B ,$11.26B, $11.58B 
 Madagascar ,2013,2206.914USD,235.9M, Malagasy Ariary , $0.5K , $28.91M , $11.59B ,$12.06B, $12.42B 
 Madagascar ,2014,2414.812USD,242.2M, Malagasy Ariary , $0.5K , $35.42M , $11.13B ,$12.23B, $12.52B 
 Madagascar ,2015,2933.508USD,248.5M, Malagasy Ariary , $0.4K , $32.15M , $10.01B ,$10.95B, $11.32B 
 Madagascar ,2016,3176.539USD,255.0M, Malagasy Ariary , $0.4K , $34.47M , $10.22B ,$11.43B, $11.85B 
 Madagascar ,2017,3116.110USD,261.7M, Malagasy Ariary , $0.5K , $40.72M , $11.56B ,$12.82B, $13.18B 
 Madagascar ,2018,3334.752USD,268.5M, Malagasy Ariary , $0.5K , $43.39M , $11.78B ,$13.36B, $13.76B 
 Madagascar ,2019,3618.322USD,275.3M, Malagasy Ariary , $0.5K , $40.09M , $12.13B ,$13.65B, $14.10B 
 Madagascar ,2020,3787.754USD,282.3M, Malagasy Ariary , $0.4K , $26.29M , $12.42B ,$12.68B, $13.06B 
 Madagascar ,2021,3829.978USD,289.2M, Malagasy Ariary , $0.5K , $30.42M , $13.82B ,$14.14B, $14.45B 
 Malawi ,1970,0.833USD,46.3M, Kwacha , $0.1K , $.74M , $.47B ,$.57B, $.58B 
 Malawi ,1971,0.831USD,47.4M, Kwacha , $0.2K , $.91M , $.62B ,$.72B, $.73B 
 Malawi ,1972,0.802USD,48.7M, Kwacha , $0.2K , $1.02M , $.69B ,$.83B, $.83B 
 Malawi ,1973,0.819USD,50.0M, Kwacha , $0.2K , $1.33M , $.66B ,$.80B, $.80B 
 Malawi ,1974,0.841USD,51.3M, Kwacha , $0.2K , $1.66M , $.77B ,$1.02B, $.99B 
 Malawi ,1975,0.864USD,52.8M, Kwacha , $0.2K , $1.93M , $.86B ,$1.13B, $1.11B 
 Malawi ,1976,0.913USD,54.4M, Kwacha , $0.2K , $2.21M , $.93B ,$1.18B, $1.21B 
 Malawi ,1977,0.903USD,56.1M, Kwacha , $0.3K , $2.61M , $1.09B ,$1.41B, $1.46B 
 Malawi ,1978,0.844USD,58.1M, Kwacha , $0.3K , $2.38M , $1.25B ,$1.71B, $1.71B 
 Malawi ,1979,0.817USD,60.3M, Kwacha , $0.3K , $2.65M , $1.50B ,$1.76B, $1.84B 
 Malawi ,1980,0.812USD,62.7M, Kwacha , $0.3K , $3.32M , $1.89B ,$2.06B, $2.24B 
 Malawi ,1981,0.895USD,65.2M, Kwacha , $0.3K , $3.43M , $1.87B ,$2.09B, $2.24B 
 Malawi ,1982,1.056USD,67.8M, Kwacha , $0.3K , $2.87M , $1.80B ,$1.94B, $2.11B 
 Malawi ,1983,1.175USD,70.6M, Kwacha , $0.3K , $2.74M , $1.92B ,$1.99B, $2.20B 
 Malawi ,1984,1.413USD,73.4M, Kwacha , $0.3K , $3.71M , $1.70B ,$2.06B, $2.16B 
 Malawi ,1985,1.719USD,76.3M, Kwacha , $0.3K , $2.96M , $1.73B ,$1.93B, $2.03B 
 Malawi ,1986,1.861USD,79.1M, Kwacha , $0.3K , $2.93M , $1.76B ,$2.01B, $2.12B 
 Malawi ,1987,2.209USD,83.0M, Kwacha , $0.2K , $3.26M , $1.83B ,$2.03B, $2.22B 
 Malawi ,1988,2.561USD,87.5M, Kwacha , $0.3K , $3.48M , $2.20B ,$2.31B, $2.47B 
 Malawi ,1989,2.760USD,91.7M, Kwacha , $0.3K , $3.20M , $2.74B ,$2.66B, $2.97B 
 Malawi ,1990,2.729USD,95.4M, Kwacha , $0.3K , $4.80M , $2.76B ,$3.28B, $3.17B 
 Malawi ,1991,2.803USD,98.3M, Kwacha , $0.4K , $5.59M , $3.22B ,$3.85B, $3.66B 
 Malawi ,1992,3.603USD,101.2M, Kwacha , $0.3K , $4.70M , $3.03B ,$3.29B, $3.29B 
 Malawi ,1993,4.403USD,102.6M, Kwacha , $0.4K , $3.65M , $3.40B ,$3.59B, $3.61B 
 Malawi ,1994,8.736USD,101.3M, Kwacha , $0.2K , $4.06M , $1.85B ,$2.23B, $2.13B 
 Malawi ,1995,15.284USD,101.1M, Kwacha , $0.2K , $4.76M , $2.13B ,$2.32B, $2.47B 
 Malawi ,1996,15.308USD,103.1M, Kwacha , $0.2K , $2.76M , $2.78B ,$2.07B, $2.97B 
 Malawi ,1997,16.444USD,105.1M, Kwacha , $0.3K , $4.09M , $2.95B ,$3.10B, $3.14B 
 Malawi ,1998,31.073USD,107.3M, Kwacha , $0.3K , $6.17M , $2.78B ,$3.14B, $3.21B 
 Malawi ,1999,44.088USD,109.7M, Kwacha , $0.3K , $5.38M , $3.04B ,$3.16B, $3.21B 
 Malawi ,2000,59.544USD,112.3M, Kwacha , $0.3K , $4.73M , $2.83B ,$3.12B, $3.15B 
 Malawi ,2001,72.197USD,115.0M, Kwacha , $0.3K , $5.09M , $2.72B ,$3.04B, $3.10B 
 Malawi ,2002,76.687USD,117.8M, Kwacha , $0.2K , $5.01M , $3.33B ,$1.90B, $3.50B 
 Malawi ,2003,97.432USD,120.9M, Kwacha , $0.1K , $6.17M , $3.04B ,$1.73B, $3.21B 
 Malawi ,2004,108.898USD,124.1M, Kwacha , $0.2K , $6.15M , $3.41B ,$1.86B, $3.48B 
 Malawi ,2005,118.420USD,127.6M, Kwacha , $0.2K , $6.16M , $3.77B ,$2.03B, $3.66B 
 Malawi ,2006,136.014USD,131.2M, Kwacha , $0.3K , $6.71M , $3.98B ,$3.92B, $4.00B 
 Malawi ,2007,139.957USD,135.0M, Kwacha , $0.3K , $8.87M , $4.54B ,$4.35B, $4.43B 
 Malawi ,2008,140.523USD,138.9M, Kwacha , $0.4K , $10.03M , $5.39B ,$5.17B, $5.32B 
 Malawi ,2009,141.167USD,143.0M, Kwacha , $0.4K , $13.27M , $6.53B ,$6.07B, $6.19B 
 Malawi ,2010,150.487USD,147.2M, Kwacha , $0.5K , $12.18M , $7.42B ,$6.85B, $6.96B 
 Malawi ,2011,156.515USD,151.5M, Kwacha , $0.5K , $16.75M , $7.85B ,$8.28B, $8.41B 
 Malawi ,2012,249.106USD,155.8M, Kwacha , $0.4K , $15.04M , $6.17B ,$6.17B, $6.31B 
 Malawi ,2013,364.407USD,160.2M, Kwacha , $0.4K , $15.98M , $6.45B ,$5.95B, $6.13B 
 Malawi ,2014,424.896USD,164.8M, Kwacha , $0.4K , $19.78M , $7.24B ,$7.06B, $7.26B 
 Malawi ,2015,499.606USD,169.4M, Kwacha , $0.5K , $19.59M , $7.65B ,$7.93B, $8.22B 
 Malawi ,2016,718.005USD,174.1M, Kwacha , $0.4K , $16.17M , $6.98B ,$7.09B, $7.12B 
 Malawi ,2017,730.273USD,178.8M, Kwacha , $0.5K , $18.05M , $8.54B ,$8.79B, $8.94B 
 Malawi ,2018,732.333USD,183.7M, Kwacha , $0.5K , $18.44M , $9.43B ,$9.71B, $9.88B 
 Malawi ,2019,745.541USD,188.7M, Kwacha , $0.6K , $18.43M , $10.42B ,$10.85B, $11.03B 
 Malawi ,2020,749.527USD,193.8M, Kwacha , $0.6K , $9.59M , $14.11B ,$11.59B, $11.76B 
 Malawi ,2021,797.750USD,198.9M, Kwacha , $0.6K , $11.66M , $14.15B ,$11.98B, $12.20B 
 Malaysia ,1970,3.061USD,103.1M, Malaysian Ringgit , $0.4K , $17.60M , $3.02B ,$3.80B, $3.86B 
 Malaysia ,1971,3.052USD,105.5M, Malaysian Ringgit , $0.4K , $17.17M , $3.30B ,$4.13B, $4.24B 
 Malaysia ,1972,2.820USD,108.0M, Malaysian Ringgit , $0.5K , $18.16M , $4.03B ,$4.91B, $5.04B 
 Malaysia ,1973,2.443USD,110.6M, Malaysian Ringgit , $0.7K , $31.79M , $5.42B ,$7.39B, $7.66B 
 Malaysia ,1974,2.407USD,113.4M, Malaysian Ringgit , $0.8K , $45.88M , $6.77B ,$9.08B, $9.50B 
 Malaysia ,1975,2.394USD,116.2M, Malaysian Ringgit , $0.8K , $42.49M , $7.11B ,$9.03B, $9.33B 
 Malaysia ,1976,2.542USD,119.1M, Malaysian Ringgit , $0.9K , $57.26M , $7.48B ,$10.62B, $11.05B 
 Malaysia ,1977,2.461USD,122.2M, Malaysian Ringgit , $1.0K , $65.88M , $9.02B ,$12.62B, $13.14B 
 Malaysia ,1978,2.316USD,125.4M, Malaysian Ringgit , $1.2K , $80.24M , $11.09B ,$15.62B, $16.36B 
 Malaysia ,1979,2.188USD,128.8M, Malaysian Ringgit , $1.6K , $118.82M , $13.20B ,$20.27B, $21.21B 
 Malaysia ,1980,2.177USD,132.2M, Malaysian Ringgit , $1.8K , $140.92M , $16.43B ,$23.61B, $24.49B 
 Malaysia ,1981,2.304USD,135.6M, Malaysian Ringgit , $1.8K , $130.87M , $17.80B ,$24.13B, $25.00B 
 Malaysia ,1982,2.335USD,139.2M, Malaysian Ringgit , $1.8K , $136.36M , $19.14B ,$25.57B, $26.80B 
 Malaysia ,1983,2.321USD,142.9M, Malaysian Ringgit , $2.0K , $156.37M , $20.45B ,$28.45B, $30.35B 
 Malaysia ,1984,2.344USD,146.9M, Malaysian Ringgit , $2.2K , $184.20M , $21.90B ,$31.65B, $33.94B 
 Malaysia ,1985,2.483USD,151.1M, Malaysian Ringgit , $1.9K , $171.31M , $20.99B ,$28.98B, $31.20B 
 Malaysia ,1986,2.581USD,155.6M, Malaysian Ringgit , $1.7K , $156.13M , $18.84B ,$25.88B, $27.73B 
 Malaysia ,1987,2.520USD,160.3M, Malaysian Ringgit , $1.9K , $202.40M , $20.29B ,$30.20B, $32.18B 
